DrugName,ActiveIngredient,PageNumber,Category,Is_Prescription
Sastan 25,Losartan,927,Chất đối kháng thụ thể at,False
Sastan 50,Losartan,927,Chất đối kháng thụ thể at,False
SaVi Acarbose 25,Acarbose,103,Thuốc hạ glucose máu - chống đái tháo đường (ức chế,True
SaVi Acetylcystein 200,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều,False
SaVi Albendazol 200,Albendazol,150,Thuốc trị giun sán,False
Savi Alendronate,Alendronat natri,157,Chất ức chế tiêu xương,False
SA VI Amlod,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối",True
Savi Amlod 5,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối",True
chế HMG,CoA reductase,285,"Chống co thắt, kháng muscarinic",False
HMG,CoA reductase,285,"Chống co thắt, kháng muscarinic",False
SaVi Azit,Azithromycin,227,Thuốc kháng sinh,True
SaVi Betaxolol 10,Betaxolol,254,Thuốc chẹn giao cảm beta,False
SaVi Betaxolol 20,Betaxolol,254,Thuốc chẹn giao cảm beta,False
SaVi Carvedilol 12.5,Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
SaVi Carvedilol 3.125,Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
Savi Celecoxib,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
SaVi Colchicine 1,Colchicin,461,Chống bệnh gút,False
SaVi Dogrel,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
SaVi Donepezil 3,Donepezil hydroclorid,560,Thuốc ức chế acetylcholinesterase có thể h ồi phục,False
SaVi Donepezil 5,Donepezil hydroclorid,560,Thuốc ức chế acetylcholinesterase có thể h ồi phục,False
SaVi Donepezil 10,Donepezil hydroclorid,560,Thuốc ức chế acetylcholinesterase có thể h ồi phục,False
SaVi Famotidine 10,Famotidin,648,Đối kháng thụ thể histamin h,False
Savi Fenofibrat 100M,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Savi Fenofibrat 200M,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Savi Fenofibrat 300M,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
HMG,CoA reductase,285,"Chống co thắt, kháng muscarinic",False
SaVi Gemfibrozil 600,Gemfibrozil,718,Thuốc chống tăng lipid huyết,False
SaVi Glipizide,Glipizid,733,Sulfonylurê chống đái tháo đường,True
SaVi Irbesartan 75,Irbesartan,835,Chưa phân loại,False
SaVi Irbesartan 150,Irbesartan,835,Chưa phân loại,False
SaVi Lamivudine 100,Lamivudin,876,Thuốc kháng retrovirus và virus,True
SaVi Lamivudine 150,Lamivudin,876,Thuốc kháng retrovirus và virus,True
SA VI Lansoprazole 30,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton",False
Savi Laprol 10,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym",True
Savi Laprol 20,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym",True
Savi Laprol 5,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym",True
SaVi Lisinopril 10,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
SaVi Lora 10,Loratadin,923,"Thuốc kháng histamin, đối kháng thụ thể h",False
SaVi Losartan 50,Losartan,927,Chất đối kháng thụ thể at,False
SaVi Losartan 100,Losartan,927,Chất đối kháng thụ thể at,False
SaVi Mesalazine 500,Mesalazin,952,"Thuốc chống viêm đường tiêu hóa, thuốc điều trị",False
Savi metformin 1000,Metformin,955,Thuốc giải độc,False
SaVi Metformin 500,Metformin,955,Thuốc giải độc,False
Savi metformin 850,Metformin,955,Thuốc giải độc,False
SaVi Metoclopramide 10,Metoclopramid,973,Chống nôn,False
SaVi Olanzapine 10,Olanzapin,1077,Kháng sinh nhóm quinolon,True
SaVi Olanzapine 5,Olanzapin,1077,Kháng sinh nhóm quinolon,True
SaVi Para 500,Paracetamol,1118,Giảm đau; hạ sốt,False
SA VI Paracetamol 80,Paracetamol,1118,Giảm đau; hạ sốt,False
Savi Paracetamol 150,Paracetamol,1118,Giảm đau; hạ sốt,False
SA VI Paracetamol 500,Paracetamol,1118,Giảm đau; hạ sốt,False
Savi Paracetamol 650,Paracetamol,1118,Giảm đau; hạ sốt,False
SaVi Pioglitazone 45,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,True
"Savi prolol 2,5",Bisoprolol,264,Thuốc chẹn beta1 adrenergic chọn lọc (chẹn chọn lọc,False
"Savi prolol 5,0",Bisoprolol,264,Thuốc chẹn beta1 adrenergic chọn lọc (chẹn chọn lọc,False
Savi Prolol 10,Bisoprolol,264,Thuốc chẹn beta1 adrenergic chọn lọc (chẹn chọn lọc,False
SaVi Rabeprazole 20,Rabeprazol,1228,Thuốc ức chế bơm proton,False
SaVi Ranitidine 300,Ranitidin,1232,Đối kháng thụ thể h2 histamin,False
Savi Secnidazol 500,Secnidazol,1277,"Thuốc chống đái tháo đường, nhóm ức chế dipeptidyl",True
SaVi Tenofovir 150,Tenofovir,1335,Thuốc kháng retrovirus,True
SaVi Tenofovir 300,Tenofovir,1335,Thuốc kháng retrovirus,True
SA VI Trimetazidine,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
SaVi Trimetazidine 20,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
SaVi Trimetazidine 35 MR,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
SaVi Valsartan 160,Valsartan,1453,Đối kháng thụ thể angiotensin ii,False
SaVi Zolpidem 10,Zolpidem,1493,An thần gây ngủ,True
SaViBromyst,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều,False
SA VIBroxol 30,Ambroxol,175,Thuốc long đờm,False
SaViCertiryl,Cetirizin hydroclorid,381,Kháng histamin; đối kháng thụ thể h,False
SaViCipro,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,True
SaViDeslo,Desloratadin,497,Thuốc diệt ký sinh trùng đơn bào,False
Savidome,Domperidon,559,Thuốc nhuận tràng làm mềm phân,False
Savidopril 2,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Savidopril 4,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Savidopril 8,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
SaViDronat,Desloratadin,497,Thuốc diệt ký sinh trùng đơn bào,False
SaViFexo 60,Fexofenadin hydroclorid,657,"Kháng histamin thế hệ 2, đối kháng thụ thể h",False
Savilaprol 5,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym",True
SaViLevo,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Savilope,Loperamid,918,Thuốc trị ỉa chảy,False
SaViLope 2,Loperamid,918,Thuốc trị ỉa chảy,False
Saviloxic,Meloxicam,940,Thuốc chống viêm không steroid,True
Saviloxic 15,Meloxicam,940,Thuốc chống viêm không steroid,True
SaViPara 1000,Paracetamol,1118,Giảm đau; hạ sốt,False
SA VIPiride 2,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",True
Savipiride 4,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",True
Saviroxim 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Saviroxim 500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Savisang,Alverin citrat,172,Chống co thắt cơ trơn,False
SaViZentac,Ranitidin,1232,Đối kháng thụ thể h2 histamin,False
Saxtel,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,True
Sazith-250,Azithromycin,227,Thuốc kháng sinh,True
Sbob,Loperamid,918,Thuốc trị ỉa chảy,False
Scanax 500,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,True
Scandonest 3% Plain,Mepivacain,945,Thuốc giãn cơ và giảm đau,False
SCD Cefaclor,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",True
SCD Cefradine,Cefradin,366,Kháng sinh nhóm cephalosporin thế hệ 1,True
SCD Ciprofloxacin,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,True
Schazoo Fluticasone,Fluticason propionat,691,"Thuốc chống ung thư, nhóm kháng androgen",True
Schtazol injection,Cefazolin,343,Kháng sinh cephalosporin thế hệ 1,True
Schucasid,Cefradin,366,Kháng sinh nhóm cephalosporin thế hệ 1,True
SCI-B-V AC,Vắc xin viêm gan B tái tổ hợp,1449,Vắc xin,False
Scocef,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Scodazol,Metronidazol,979,Thuốc diệt giun sán,False
Scodilol,Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
Scomik,Amikacin,176,Kháng sinh họ aminoglycosid,True
Scoroxim,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Scotrasix,Itraconazol,849,Chống nấm,False
Scratsuspension “Standard”,Sucralfat,1310,"Thuốc bảo vệ niêm mạc dạ dày; điều trị loét dạ dày,",False
Seachirox,Levothyroxin,900,Hormon tuyến giáp,True
Sebast,20 - Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Secef,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Secgentin 500,Secnidazol,1277,"Thuốc chống đái tháo đường, nhóm ức chế dipeptidyl",True
Secgentin 1000,Secnidazol,1277,"Thuốc chống đái tháo đường, nhóm ức chế dipeptidyl",True
Secnidaz,Secnidazol,1277,"Thuốc chống đái tháo đường, nhóm ức chế dipeptidyl",True
Secnidazole,Secnidazol,1277,"Thuốc chống đái tháo đường, nhóm ức chế dipeptidyl",True
Secnipro,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Secnipro 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Secnol,Secnidazol,1277,"Thuốc chống đái tháo đường, nhóm ức chế dipeptidyl",True
Sectral,Acebutolol,104,Chẹn beta giao cảm (chẹn beta-adrenergic),False
Seczolin,Secnidazol,1277,"Thuốc chống đái tháo đường, nhóm ức chế dipeptidyl",True
Sedacid,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton",False
Sedno,Desloratadin,497,Thuốc diệt ký sinh trùng đơn bào,False
Sedtyl,Desloratadin,497,Thuốc diệt ký sinh trùng đơn bào,False
Sedupam,Diazepam,513,"An thần, giải lo âu, gây ngủ",True
Seduxen,Diazepam,513,"An thần, giải lo âu, gây ngủ",True
Sefmal,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid,False
Sefmeloc 50,Atenolol,219,Chất hấp phụ chống ỉa chảy,False
Sefmeloc 100,Atenolol,219,Chất hấp phụ chống ỉa chảy,False
Sefonramid,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Selbako 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Selbako 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Selecap 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Selegiline,Selegilin,1278,Thuốc chữa parkinson; thuốc ức chế mao typ b;,False
Selemycin,Amikacin,176,Kháng sinh họ aminoglycosid,True
Selenium sulfide,Selen sulfid,1282,Thuốc chống bã nhờn và chống nấm,False
Selk-C Inj,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Sencef Injection,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Senitram,Ampicilin và sulbactam,201,Kháng khuẩn (toàn thân),False
Sensinil,Lidocain,903,"Thuốc tê, thuốc chống loạn nhịp nhóm 1b",True
Sensoderm,Clobetasol propionat,411,Kháng nấm (dùng ngoài),False
SaVi Olanzapine 5,Olanzapin,1077,Kháng sinh nhóm quinolon,True
SaVi Para 500,Paracetamol,1118,Giảm đau; hạ sốt,False
SA VI Paracetamol 80,Paracetamol,1118,Giảm đau; hạ sốt,False
Savi Paracetamol 150,Paracetamol,1118,Giảm đau; hạ sốt,False
SA VI Paracetamol 500,Paracetamol,1118,Giảm đau; hạ sốt,False
Savi Paracetamol 650,Paracetamol,1118,Giảm đau; hạ sốt,False
SaVi Pioglitazone 45,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,True
"Savi prolol 2,5",Bisoprolol,264,Thuốc chẹn beta1 adrenergic chọn lọc (chẹn chọn lọc,False
"Savi prolol 5,0",Bisoprolol,264,Thuốc chẹn beta1 adrenergic chọn lọc (chẹn chọn lọc,False
Savi Prolol 10,Bisoprolol,264,Thuốc chẹn beta1 adrenergic chọn lọc (chẹn chọn lọc,False
SaVi Rabeprazole 20,Rabeprazol,1228,Thuốc ức chế bơm proton,False
SaVi Ranitidine 300,Ranitidin,1232,Đối kháng thụ thể h2 histamin,False
Savi Secnidazol 500,Secnidazol,1277,"Thuốc chống đái tháo đường, nhóm ức chế dipeptidyl",True
SaVi Tenofovir 150,Tenofovir,1335,Thuốc kháng retrovirus,True
SaVi Tenofovir 300,Tenofovir,1335,Thuốc kháng retrovirus,True
SA VI Trimetazidine,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
SaVi Trimetazidine 20,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
SaVi Trimetazidine 35 MR,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
SaVi Valsartan 160,Valsartan,1453,Đối kháng thụ thể angiotensin ii,False
SaVi Zolpidem 10,Zolpidem,1493,An thần gây ngủ,True
SaViBromyst,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều,False
SA VIBroxol 30,Ambroxol,175,Thuốc long đờm,False
SaViCertiryl,Cetirizin hydroclorid,381,Kháng histamin; đối kháng thụ thể h,False
SaViCipro,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,True
SaViDeslo,Desloratadin,497,Thuốc diệt ký sinh trùng đơn bào,False
Savidome,Domperidon,559,Thuốc nhuận tràng làm mềm phân,False
Savidopril 2,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Savidopril 4,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Savidopril 8,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
SaViDronat,Desloratadin,497,Thuốc diệt ký sinh trùng đơn bào,False
SaViFexo 60,Fexofenadin hydroclorid,657,"Kháng histamin thế hệ 2, đối kháng thụ thể h",False
Savilaprol 5,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym",True
SaViLevo,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Savilope,Loperamid,918,Thuốc trị ỉa chảy,False
SaViLope 2,Loperamid,918,Thuốc trị ỉa chảy,False
Saviloxic,Meloxicam,940,Thuốc chống viêm không steroid,True
Saviloxic 15,Meloxicam,940,Thuốc chống viêm không steroid,True
SaViPara 1000,Paracetamol,1118,Giảm đau; hạ sốt,False
SA VIPiride 2,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",True
Savipiride 4,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",True
Saviroxim 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Saviroxim 500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Savisang,Alverin citrat,172,Chống co thắt cơ trơn,False
SaViZentac,Ranitidin,1232,Đối kháng thụ thể h2 histamin,False
Saxtel,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,True
Sazith-250,Azithromycin,227,Thuốc kháng sinh,True
Sbob,Loperamid,918,Thuốc trị ỉa chảy,False
Scanax 500,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,True
Scandonest 3% Plain,Mepivacain,945,Thuốc giãn cơ và giảm đau,False
SCD Cefaclor,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",True
SCD Cefradine,Cefradin,366,Kháng sinh nhóm cephalosporin thế hệ 1,True
SCD Ciprofloxacin,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,True
Schazoo Fluticasone,Fluticason propionat,691,"Thuốc chống ung thư, nhóm kháng androgen",True
Schtazol injection,Cefazolin,343,Kháng sinh cephalosporin thế hệ 1,True
Schucasid,Cefradin,366,Kháng sinh nhóm cephalosporin thế hệ 1,True
SCI-B-V AC,Vắc xin viêm gan B tái tổ hợp,1449,Vắc xin,False
Scocef,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Scodazol,Metronidazol,979,Thuốc diệt giun sán,False
Scodilol,Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
Scomik,Amikacin,176,Kháng sinh họ aminoglycosid,True
Scoroxim,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Scotrasix,Itraconazol,849,Chống nấm,False
Scratsuspension “Standard”,Sucralfat,1310,"Thuốc bảo vệ niêm mạc dạ dày; điều trị loét dạ dày,",False
Seachirox,Levothyroxin,900,Hormon tuyến giáp,True
Sebast,20 - Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Secef,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Secgentin 500,Secnidazol,1277,"Thuốc chống đái tháo đường, nhóm ức chế dipeptidyl",True
Secgentin 1000,Secnidazol,1277,"Thuốc chống đái tháo đường, nhóm ức chế dipeptidyl",True
Secnidaz,Secnidazol,1277,"Thuốc chống đái tháo đường, nhóm ức chế dipeptidyl",True
Secnidazole,Secnidazol,1277,"Thuốc chống đái tháo đường, nhóm ức chế dipeptidyl",True
Secnipro,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Secnipro 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Secnol,Secnidazol,1277,"Thuốc chống đái tháo đường, nhóm ức chế dipeptidyl",True
Sectral,Acebutolol,104,Chẹn beta giao cảm (chẹn beta-adrenergic),False
Seczolin,Secnidazol,1277,"Thuốc chống đái tháo đường, nhóm ức chế dipeptidyl",True
Sedacid,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton",False
Sedno,Desloratadin,497,Thuốc diệt ký sinh trùng đơn bào,False
Sedtyl,Desloratadin,497,Thuốc diệt ký sinh trùng đơn bào,False
Sedupam,Diazepam,513,"An thần, giải lo âu, gây ngủ",True
Seduxen,Diazepam,513,"An thần, giải lo âu, gây ngủ",True
Sefmal,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid,False
Sefmeloc 50,Atenolol,219,Chất hấp phụ chống ỉa chảy,False
Sefmeloc 100,Atenolol,219,Chất hấp phụ chống ỉa chảy,False
Sefonramid,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Selbako 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Selbako 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Selecap 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Selegiline,Selegilin,1278,Thuốc chữa parkinson; thuốc ức chế mao typ b;,False
Selemycin,Amikacin,176,Kháng sinh họ aminoglycosid,True
Selenium sulfide,Selen sulfid,1282,Thuốc chống bã nhờn và chống nấm,False
Selk-C Inj,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Sencef Injection,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Senitram,Ampicilin và sulbactam,201,Kháng khuẩn (toàn thân),False
Sensinil,Lidocain,903,"Thuốc tê, thuốc chống loạn nhịp nhóm 1b",True
Sensoderm,Clobetasol propionat,411,Kháng nấm (dùng ngoài),False
Sentipec,Cetirizin hydroclorid,381,Kháng histamin; đối kháng thụ thể h,False
Sentor,Losartan,927,Chất đối kháng thụ thể at,False
Seoba,Piracetam,1159,Thuốc trị giun,False
Seofen Inj,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Seoka Cap.,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Seonar,Flunarizin,678,Thuốc chẹn kênh calci,False
Seonar cap.,Flunarizin,678,Thuốc chẹn kênh calci,False
Seonelxime Inj,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,True
Seotina Tab,Captopril,314,Thuốc ức chế men chuyển,False
Seozec,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,True
Seozital,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Seozym Cap.,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Sepdom,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Sepratis,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,True
Septomux 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Septomux 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Sepy-O-100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Sepy-O-200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Seracop,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Serapid capsule,Flunarizin,678,Thuốc chẹn kênh calci,False
Serenata-100,Sertralin,1283,Thuốc chống bã nhờn và chống nấm,False
Sernal,Risperidon,1249,Thuốc chống loạn thần,True
Sernal,4 - Risperidon,1249,Thuốc chống loạn thần,True
Serofur Inj.,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Serophene,Clomiphen,416,Thuốc kháng estrogen/thuốc gây phóng noãn,False
Sertil 25,Sertralin,1283,Thuốc chống bã nhờn và chống nấm,False
Sertil 50,Sertralin,1283,Thuốc chống bã nhờn và chống nấm,False
Sertraline,Sertralin,1283,Thuốc chống bã nhờn và chống nấm,False
Sertraline hydrochloride,Sertralin,1283,Thuốc chống bã nhờn và chống nấm,False
Serum gonadotropin,Gonadotropin,756,Hormon gonadotropin,True
Servamox,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Servicillin,Ampicilin,199,"Kháng sinh nhóm beta-lactam, phân nhóm penicilin a",True
Serviflox 500,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,True
Servigesic,Paracetamol,1118,Giảm đau; hạ sốt,False
Servitamol,Salbutamol (dùng trong hô hấp),1262,Thuốc kích thích beta2 giao cảm tác dụng ngắn,False
Setra,Sertralin,1283,Thuốc chống bã nhờn và chống nấm,False
Setrionac Inj.,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Setronax,Ondansetron,1082,"Thuốc chống nôn, đối kháng thụ thể 5-ht",False
Seuraf Injection,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Sevoflurane,Sevofluran,1287,Thuốc gây mê (dạng lỏng bay hơi hít qua đường thở),False
Sevorane,Sevofluran,1287,Thuốc gây mê (dạng lỏng bay hơi hít qua đường thở),False
Shadipine-10,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối",True
Shadipine-5,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối",True
Shakes,Mirtazapin,993,Thuốc chống trầm cảm,True
Sharolev,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Shimen Granules,Lactobacillus acidophilus,874,Vi khuẩn sinh acid lactic,False
Shinacin,Amoxicilin và kali clavulanat,192,Kháng sinh,True
Shinapril,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym",True
Shinbac,Ampicilin và sulbactam,201,Kháng khuẩn (toàn thân),False
Shincef,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Shinclop,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Shindocef,Cefamandol,339,Kháng sinh cephalosporin thế hệ 2,True
Shinfemax,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4,True
Shinfepim,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4,True
Shinoxol,Ambroxol,175,Thuốc long đờm,False
Shinpoong Cefadin,Cefradin,366,Kháng sinh nhóm cephalosporin thế hệ 1,True
Shinpoong Cefaxone,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Shinpoong Clofen,Diclofenac,515,Thuốc chống viêm không steroid,True
Shinpoong Cristan,Clotrimazol,452,"Thuốc chống nấm tại chỗ, phổ rộng",False
Shinpoong Fugacin,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Shinpoong Rosiden,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),True
Shinpoong Rosiden S,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),True
Shinpoong Shintaxime,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,True
Shinzolin,Cefazolin,343,Kháng sinh cephalosporin thế hệ 1,True
Shrostar,Zidovudin,1489,"Chống sung huyết, chống ngạt mũi",False
Shu su,Paclitaxel,1105,Thuốc thúc đẻ -  hormon thùy sau tuyến yên,True
Shunopan inj,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,True
Shutifen Injection,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Siam-Amikacin,Amikacin,176,Kháng sinh họ aminoglycosid,True
Siamazid,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Siaxim (1.0),Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,True
Siaxon,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Sibelium,Flunarizin,678,Thuốc chẹn kênh calci,False
Siberizin,Flunarizin,678,Thuốc chẹn kênh calci,False
Sibetab,Flunarizin,678,Thuốc chẹn kênh calci,False
Sibethepharm,Flunarizin,678,Thuốc chẹn kênh calci,False
Sibetinic,Flunarizin,678,Thuốc chẹn kênh calci,False
Sibetinic Caps,Flunarizin,678,Thuốc chẹn kênh calci,False
Sibetinic Soft,Flunarizin,678,Thuốc chẹn kênh calci,False
Sibutra,Sulfasalazin,1312,Sulfonamid kháng khuẩn,False
Sicongast,Simeticon,1291,Chống đầy hơi,False
Sifachymo,Chymotrypsin,382,Enzym thủy phân protein (trợ giúp phẫu thuật),False
Sifaropen,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam",True
Sifasolone,Methylprednisolon,969,Thuốc glucocorticoid tổng hợp,True
Sigbantin 400,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Sigformin 1000,Metformin,955,Thuốc giải độc,False
Sigmaryl 2,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",True
Sigmaryl 4,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",True
Sildenafil citrate,Sildenafil citrat,1289,Thuốc ức chế phosphodiesterase typ 5,False
Silfo,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,True
Siliverine,Bạc sulfadiazin,237,Thuốc kháng khuẩn dùng tại chỗ,False
Silver sulfadiazine,Bạc sulfadiazin,237,Thuốc kháng khuẩn dùng tại chỗ,False
Silytrol,Lamivudin,876,Thuốc kháng retrovirus và virus,True
Simarta,Diosmectit,541,Thuốc hấp phụ và làm săn niêm mạc đường tiêu hóa,False
