DrugName,ActiveIngredient,PageNumber,Category,Is_Prescription
Paramox,Paracetamol,1118,Giảm đau; hạ sốt,False
Parasorb,Paracetamol,1118,Giảm đau; hạ sốt,False
Paratriam,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều,False
Parazacol,Paracetamol,1118,Giảm đau; hạ sốt,False
Parazacol 500,Paracetamol,1118,Giảm đau; hạ sốt,False
Parazacol 1000,Paracetamol,1118,Giảm đau; hạ sốt,False
Parecom,Loperamid,918,Thuốc trị ỉa chảy,False
Parepemic,Loperamid,918,Thuốc trị ỉa chảy,False
Paretoc 20,Rabeprazol,1228,Thuốc ức chế bơm proton,False
Pariben,Rabeprazol,1228,Thuốc ức chế bơm proton,False
Pariet,Rabeprazol,1228,Thuốc ức chế bơm proton,False
Paringold,Heparin,767,Chống đông máu,False
Parogic,Loperamid,918,Thuốc trị ỉa chảy,False
Parokey,Paroxetin,1122,Chống trầm cảm,False
Paroladin,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Paroxetine,Paroxetin,1122,Chống trầm cảm,False
Parpirom,Cefpirom,361,Kháng sinh loại cephalosporin,False
Parsavon,Clindamycin,407,Kháng sinh họ lincosamid,False
Partamol,Paracetamol,1118,Giảm đau; hạ sốt,False
Partamol 80,Paracetamol,1118,Giảm đau; hạ sốt,False
Partamol 150,Paracetamol,1118,Giảm đau; hạ sốt,False
Partamol 325,Paracetamol,1118,Giảm đau; hạ sốt,False
Partamol 500,Paracetamol,1118,Giảm đau; hạ sốt,False
Parzidim,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Pasafe-N,Paracetamol,1118,Giảm đau; hạ sốt,False
Pasafe-N 500,Paracetamol,1118,Giảm đau; hạ sốt,False
Pasapil,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym",False
Pasert,Sertralin,1283,Thuốc chống bã nhờn và chống nấm,False
Pasert 100,Sertralin,1283,Thuốc chống bã nhờn và chống nấm,False
Pasoxime,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Pastaxel,Paclitaxel,1105,Thuốc thúc đẻ -  hormon thùy sau tuyến yên,False
Pataxel,Paclitaxel,1105,Thuốc thúc đẻ -  hormon thùy sau tuyến yên,False
Pate a leau,Kẽm oxyd,859,Thuốc bảo vệ da,False
Patest,Mephenesin,944,Thuốc giãn cơ và giảm đau,False
Patylcrem,Clotrimazol,452,"Thuốc chống nấm tại chỗ, phổ rộng",False
Pauzin-500,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Pavas,Paroxetin,1122,Chống trầm cảm,False
Paven,Paracetamol,1118,Giảm đau; hạ sốt,False
Paven 500,Paracetamol,1118,Giảm đau; hạ sốt,False
Paven caps,Paracetamol,1118,Giảm đau; hạ sốt,False
Paverid,Papaverin hydroclorid,1117,Thuốc chống co thắt,False
Pawentik,Rabeprazol,1228,Thuốc ức chế bơm proton,False
Paxine-20,Paroxetin,1122,Chống trầm cảm,False
Paxine-40,Paroxetin,1122,Chống trầm cảm,False
Paxirasol,Bromhexin hydroclorid,269,Thuốc long đờm,False
Paxus,Paclitaxel,1105,Thuốc thúc đẻ -  hormon thùy sau tuyến yên,False
Paxus PM,Paclitaxel,1105,Thuốc thúc đẻ -  hormon thùy sau tuyến yên,False
Payaram,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Pazaro,Doxazosin,566,Thuốc ức chế thụ thể alpha-adrenergic,False
P-Cet 800,Piracetam,1159,Thuốc trị giun,False
Pdsolone,Methylprednisolon,969,Thuốc glucocorticoid tổng hợp,False
Pecolin,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Pedcefix,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Pedfotaz,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Pediaflu,Guaifenesin,760,Thuốc long đờm,False
Pedoril,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Peflacine,Pefloxacin mesylat,1124,Thuốc kháng sinh nhóm fluoroquinolon,False
Peflacine Monodose,Pefloxacin mesylat,1124,Thuốc kháng sinh nhóm fluoroquinolon,False
Pefloxacin,Pefloxacin mesylat,1124,Thuốc kháng sinh nhóm fluoroquinolon,False
Pefloxacin mesylate,Pefloxacin mesylat,1124,Thuốc kháng sinh nhóm fluoroquinolon,False
Pefloxacin Stada,Pefloxacin mesylat,1124,Thuốc kháng sinh nhóm fluoroquinolon,False
Pefloxaxin SK,Pefloxacin mesylat,1124,Thuốc kháng sinh nhóm fluoroquinolon,False
Peletinat,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Pelovime,Pefloxacin mesylat,1124,Thuốc kháng sinh nhóm fluoroquinolon,False
Pemazin,Alimemazin,160,"Đối kháng thụ thể histamin h 1, thuốc an thần",False
Penceftin 1000,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Pencid-100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Pencid-200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Pencimox 625,Amoxicilin và kali clavulanat,192,Kháng sinh,False
Penemi,Paracetamol,1118,Giảm đau; hạ sốt,False
Penfepim 1000,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4,False
Penfiva 178,Paracetamol,1118,Giảm đau; hạ sốt,False
Penfixil 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Penfixil 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Penfocin Inj,Cefotiam hydroclorid,360,Kháng sinh loại cephalosporin,False
Penfortin 1000,Amoxicilin và kali clavulanat,192,Kháng sinh,False
Penfortin 625,Amoxicilin và kali clavulanat,192,Kháng sinh,False
Penicilin V kali,Phenoxymethylpenicilin,1138,Kháng sinh nhóm beta-lactam,False
Penicillamine,Penicilamin,1127,"Làm bền vững dưỡng bào, chống dị ứng",False
Peniforce,Phenoxymethylpenicilin,1138,Kháng sinh nhóm beta-lactam,False
Penimid,Phenoxymethylpenicilin,1138,Kháng sinh nhóm beta-lactam,False
Penmoxy 250,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",False
Penneutin,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Penral,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Pentacillin,Ampicilin và sulbactam,201,Kháng khuẩn (toàn thân),False
Pentaclor 125,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",False
Pentaclor 250,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",False
Pentadrox 250,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,False
Pentadrox 500,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,False
Pentafex 100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Pentafex 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Pentafex 50,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Pentasa,Mesalazin,952,"Thuốc chống viêm đường tiêu hóa, thuốc điều trị",False
Pentazidin 1000,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Pentinox,Albendazol,150,Thuốc trị giun sán,False
Pentirom 1000,Cefpirom,361,Kháng sinh loại cephalosporin,False
Pentoxib 100,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Pentoxib 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Pentoxifylline,Pentoxifylin,1129,Thuốc tác dụng trên độ nhớt của máu,False
Penturox 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Pepevit,Nicotinamid,1054,"Thuốc dinh dưỡng, vitamin nhóm b (vitamin b",False
Peptimedi,Amoxicilin và kali clavulanat,192,Kháng sinh,False
Perabact-1000,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,False
Perazlife,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,False
Perfalgan,Paracetamol,1118,Giảm đau; hạ sốt,False
Perglim 1,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Perglim 2,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Perglim 3,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Perglim 4,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Peridal,Danazol,486,Androgen,False
Perigard-2,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perigard-4,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perikacin,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Perilac 30,Ketorolac,867,Chưa phân loại,False
Perilac Tab,Ketorolac,867,Chưa phân loại,False
Periloz,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perimirane,Metoclopramid,973,Chống nôn,False
Perindac,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Perindastad 2,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perindastad 4,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perindastad 8,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perindopril 4,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perindopril Erbumine,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perixl,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perixl-8,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
"Peruzi-6,25",Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
"Peruzi-12,5",Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
Pethidin Stada,Pethidin hydroclorid,1133,Thuốc giảm đau tổng hợp nhóm opioid,False
Pethidine hydrochloride,Pethidin hydroclorid,1133,Thuốc giảm đau tổng hợp nhóm opioid,False
Pethidine-hameln,Pethidin hydroclorid,1133,Thuốc giảm đau tổng hợp nhóm opioid,False
Pevitax,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",False
Pexifen,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Pgone,Misoprostol,994,"Thuốc bảo vệ niêm mạc dạ dày và ức chế bài tiết acid,",False
Phaanedol,Paracetamol,1118,Giảm đau; hạ sốt,False
Paxirasol,Bromhexin hydroclorid,269,Thuốc long đờm,False
Paxus,Paclitaxel,1105,Thuốc thúc đẻ -  hormon thùy sau tuyến yên,False
Paxus PM,Paclitaxel,1105,Thuốc thúc đẻ -  hormon thùy sau tuyến yên,False
Payaram,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Pazaro,Doxazosin,566,Thuốc ức chế thụ thể alpha-adrenergic,False
P-Cet 800,Piracetam,1159,Thuốc trị giun,False
Pdsolone,Methylprednisolon,969,Thuốc glucocorticoid tổng hợp,False
Pecolin,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Pedcefix,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Pedfotaz,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Pediaflu,Guaifenesin,760,Thuốc long đờm,False
Pedoril,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Peflacine,Pefloxacin mesylat,1124,Thuốc kháng sinh nhóm fluoroquinolon,False
Peflacine Monodose,Pefloxacin mesylat,1124,Thuốc kháng sinh nhóm fluoroquinolon,False
Pefloxacin,Pefloxacin mesylat,1124,Thuốc kháng sinh nhóm fluoroquinolon,False
Pefloxacin mesylate,Pefloxacin mesylat,1124,Thuốc kháng sinh nhóm fluoroquinolon,False
Pefloxacin Stada,Pefloxacin mesylat,1124,Thuốc kháng sinh nhóm fluoroquinolon,False
Pefloxaxin SK,Pefloxacin mesylat,1124,Thuốc kháng sinh nhóm fluoroquinolon,False
Peletinat,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Pelovime,Pefloxacin mesylat,1124,Thuốc kháng sinh nhóm fluoroquinolon,False
Pemazin,Alimemazin,160,"Đối kháng thụ thể histamin h 1, thuốc an thần",False
Penceftin 1000,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Pencid-100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Pencid-200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Pencimox 625,Amoxicilin và kali clavulanat,192,Kháng sinh,False
Penemi,Paracetamol,1118,Giảm đau; hạ sốt,False
Penfepim 1000,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4,False
Penfiva 178,Paracetamol,1118,Giảm đau; hạ sốt,False
Penfixil 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Penfixil 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Penfocin Inj,Cefotiam hydroclorid,360,Kháng sinh loại cephalosporin,False
Penfortin 1000,Amoxicilin và kali clavulanat,192,Kháng sinh,False
Penfortin 625,Amoxicilin và kali clavulanat,192,Kháng sinh,False
Penicilin V kali,Phenoxymethylpenicilin,1138,Kháng sinh nhóm beta-lactam,False
Penicillamine,Penicilamin,1127,"Làm bền vững dưỡng bào, chống dị ứng",False
Peniforce,Phenoxymethylpenicilin,1138,Kháng sinh nhóm beta-lactam,False
Penimid,Phenoxymethylpenicilin,1138,Kháng sinh nhóm beta-lactam,False
Penmoxy 250,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",False
Penneutin,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Penral,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Pentacillin,Ampicilin và sulbactam,201,Kháng khuẩn (toàn thân),False
Pentaclor 125,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",False
Pentaclor 250,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",False
Pentadrox 250,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,False
Pentadrox 500,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,False
Pentafex 100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Pentafex 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Pentafex 50,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Pentasa,Mesalazin,952,"Thuốc chống viêm đường tiêu hóa, thuốc điều trị",False
Pentazidin 1000,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Pentinox,Albendazol,150,Thuốc trị giun sán,False
Pentirom 1000,Cefpirom,361,Kháng sinh loại cephalosporin,False
Pentoxib 100,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Pentoxib 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Pentoxifylline,Pentoxifylin,1129,Thuốc tác dụng trên độ nhớt của máu,False
Penturox 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Pepevit,Nicotinamid,1054,"Thuốc dinh dưỡng, vitamin nhóm b (vitamin b",False
Peptimedi,Amoxicilin và kali clavulanat,192,Kháng sinh,False
Perabact-1000,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,False
Perazlife,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,False
Perfalgan,Paracetamol,1118,Giảm đau; hạ sốt,False
Perglim 1,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Perglim 2,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Perglim 3,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Perglim 4,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Peridal,Danazol,486,Androgen,False
Perigard-2,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perigard-4,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perikacin,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Perilac 30,Ketorolac,867,Chưa phân loại,False
Perilac Tab,Ketorolac,867,Chưa phân loại,False
Periloz,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perimirane,Metoclopramid,973,Chống nôn,False
Perindac,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Perindastad 2,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perindastad 4,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perindastad 8,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perindopril 4,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perindopril Erbumine,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perixl,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Perixl-8,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
"Peruzi-6,25",Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
"Peruzi-12,5",Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
Pethidin Stada,Pethidin hydroclorid,1133,Thuốc giảm đau tổng hợp nhóm opioid,False
Pethidine hydrochloride,Pethidin hydroclorid,1133,Thuốc giảm đau tổng hợp nhóm opioid,False
Pethidine-hameln,Pethidin hydroclorid,1133,Thuốc giảm đau tổng hợp nhóm opioid,False
Pevitax,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",False
Pexifen,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Pgone,Misoprostol,994,"Thuốc bảo vệ niêm mạc dạ dày và ức chế bài tiết acid,",False
Phaanedol,Paracetamol,1118,Giảm đau; hạ sốt,False
Phaanedol 650,Paracetamol,1118,Giảm đau; hạ sốt,False
Phacoparecaps,Loperamid,918,Thuốc trị ỉa chảy,False
Phaphaca,Mebendazol,933,Thuốc trị giun sán,False
Pharbacol,Paracetamol,1118,Giảm đau; hạ sốt,False
Phardazone,Mebendazol,933,Thuốc trị giun sán,False
Pharmabay,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,False
Pharmaclofen,Baclofen,235,Thuốc giãn cơ vân,False
Pharmacort,Triamcinolon,1407,Glucocorticoid,False
Pharmadronate,Alendronat natri,157,Chất ức chế tiêu xương,False
Pharmadronate FC,Alendronat natri,157,Chất ức chế tiêu xương,False
Pharmaniaga,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,False
Pharmaniaga Atenolol,Atenolol,219,Chất hấp phụ chống ỉa chảy,False
Pharmaniaga Cefadroxil,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,False
Pharmaniaga Cetirizine,Cetirizin hydroclorid,381,Kháng histamin; đối kháng thụ thể h,False
Pharmaniaga Fluconazole,Fluconazol,666,Chống nấm,False
Pharmaniaga Loratadine,Loratadin,923,"Thuốc kháng histamin, đối kháng thụ thể h",False
ức chế HMG,CoA reductase,285,"Chống co thắt, kháng muscarinic",False
Pharmapar,Paroxetin,1122,Chống trầm cảm,False
Pharmaproracil,Propylthiouracil,1208,"Thuốc kháng giáp, dẫn chất thiourê",False
Pharmasone,Dexamethason,500,Glucocorticoid,False
Pharmatadin,Desloratadin,497,Thuốc diệt ký sinh trùng đơn bào,False
Pharmitrole,Itraconazol,849,Chống nấm,False
Pharmox SA,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",False
Pharxacin,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Phasorol Tab,Famotidin,648,Đối kháng thụ thể histamin h,False
Phataumine,Dimenhydrinat,536,"Thuốc kháng histamin (h1) gây ngủ, thế hệ thứ nhất",False
Phazinat 125,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Phazinat 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Phazinat 500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Phenergan,Promethazin hydroclorid,1196,Kháng histamin (thụ thể h,False
Pheno-M,Medroxyprogesteron acetat,934,Hormon progestogen,False
Phentinil,Phenytoin,1145,Thuốc chống động kinh,False
Phentolamine,Phentolamin,1140,Thuốc phong bế alpha-adrenergic,False
Pheridin,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Phezam,Piracetam,1159,Thuốc trị giun,False
Philbactam,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Philbisrol-SR Cap,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Philcazone Inj,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,False
Philcebi Inj.,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Philcefin,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Philcefobacter,Cefotiam hydroclorid,360,Kháng sinh loại cephalosporin,False
Philceofin,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Philclobate,Clobetasol propionat,411,Kháng nấm (dùng ngoài),False
Philclobate Oint.,Clobetasol propionat,411,Kháng nấm (dùng ngoài),False
Philcomozel,Ketoconazol,861,Chống nấm có hoạt phổ rộng,False
Phileo,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Phileo Tab,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Philexon,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Philfazolin,Cefazolin,343,Kháng sinh cephalosporin thế hệ 1,False
Philformin,Metformin,955,Thuốc giải độc,False
Philfuroxim,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Philhydrolid,Roxithromycin,1260,Kháng sinh nhóm macrolid,False
Philhyrolid,Roxithromycin,1260,Kháng sinh nhóm macrolid,False
Philkedox,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",False
Philkwontac,Ranitidin,1232,Đối kháng thụ thể h2 histamin,False
Philmedsin,Mephenesin,944,Thuốc giãn cơ và giảm đau,False
Philmidin,Loratadin,923,"Thuốc kháng histamin, đối kháng thụ thể h",False
Philocle,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Philotus,Imipenem và thuốc ức chế enzym,800,Kháng sinh nhóm beta-lactam,False
Philoxim,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Philpacef-In Inj.,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Philpezon,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,False
Philpirapyl Inj.,Piracetam,1159,Thuốc trị giun,False
Philpodox,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Philproeye Eye Drops,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,False
Philsetam,Cefotiam hydroclorid,360,Kháng sinh loại cephalosporin,False
Philsodam Inj,Cefotiam hydroclorid,360,Kháng sinh loại cephalosporin,False
Philtelabit,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Philtelabit Tab,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Philtenafin,Terbinafin hydroclorid,1340,"Thuốc chống nấm, dẫn chất allylamin",False
Philtenafin,Terbinafin hydroclorid,1340,"Thuốc chống nấm, dẫn chất allylamin",False
Philtobax,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Philtoberan,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Philtolon,Fluorometholon,680,"Corticosteroid, dùng cho mắt",False
Philzaditac inj.,Ranitidin,1232,Đối kháng thụ thể h2 histamin,False
Philzidim,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Phocodex,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym",False
Phonexin,Indomethacin,808,Thuốc chống viêm không steroid,False
Phosfalruzil,Nhôm phosphat,1048,Kháng acid,False
Photeda,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,False
Phudcexim,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Phudchymo,Chymotrypsin,382,Enzym thủy phân protein (trợ giúp phẫu thuật),False
Phudstad,Tenofovir,1335,Thuốc kháng retrovirus,False
Phytomenadione,Phytomenadion,1147,"Vitamin (thuộc nhóm k), thuốc chống chảy máu",False
Picargel,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Picaroxin,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,False
Picencap,Piracetam,1159,Thuốc trị giun,False
Picenrox Cap.,Ribavirin,1240,Thuốc kháng virus,False
Picentab,Piracetam,1159,Thuốc trị giun,False
Picentam,Piracetam,1159,Thuốc trị giun,False
Picilox 200mg inj,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,False
Picymuc,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều,False
Pidione,Ketoprofen,865,Thuốc chống viêm không steroid (nsaid),False
Pidocar,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Pidogrel,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Pidolap,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Pietram,Piracetam,1159,Thuốc trị giun,False
Pifodia,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Pilafix,Lamivudin,876,Thuốc kháng retrovirus và virus,False
Pilifase 15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Pilocarpine,Pilocarpin,1149,Thuốc kích thích hệ cholinergic; thuốc kích thích hệ,False
Pilocarpine hydrochloride,Pilocarpin,1149,Thuốc kích thích hệ cholinergic; thuốc kích thích hệ,False
Pilrab 20,Rabeprazol,1228,Thuốc ức chế bơm proton,False
Pimenem,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam",False
Pimeran,Metoclopramid,973,Chống nôn,False
Pimicin,Spiramycin,1299,Kháng sinh (aminocyclitol),False
Pimoint,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Pinadine Inj,Neostigmin,1039,Kháng sinh nhóm aminoglycosid,False
Pintomen,Flunarizin,678,Thuốc chẹn kênh calci,False
Pioglitazone,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Pioglitazone Stada,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Pioglite,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piolazin 15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piolazin 30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piolet-15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piolet-30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piolitan 15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piolitan 30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piopod 15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piopod 30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piopod 45,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piotaz 15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
